,0,1,2,3,4,5,6
45,2103672292,2016-03-01,08:36:45,2号线淞虹路,地铁,3.0,优惠
46,2103672292,2016-03-01,08:18:26,2号线徐泾东,地铁,0.0,非优惠
47,2103672292,2016-03-01,20:39:32,2号线徐泾东,地铁,4.0,非优惠
48,2903121647,2016-03-01,08:10:20,8号线人民广场,地铁,4.0,非优惠
49,2903121647,2016-03-01,07:44:54,3号线上海南站,地铁,0.0,非优惠
50,2903121647,2016-03-01,21:01:24,3号线上海南站,地铁,4.0,非优惠
51,2903121647,2016-03-01,20:36:00,8号线人民广场,地铁,0.0,非优惠
52,2802355091,2016-03-01,18:50:43,8号线市光路,地铁,4.0,非优惠
53,2802355091,2016-03-01,18:15:16,8号线人民广场,地铁,0.0,非优惠
54,2802355091,2016-03-01,09:50:14,8号线人民广场,地铁,4.0,非优惠
55,2802355091,2016-03-01,09:16:28,8号线嫩江路,地铁,0.0,非优惠
56,2004988436,2016-03-01,18:49:20,2号线娄山关路,地铁,0.0,非优惠
57,2004988436,2016-03-01,18:58:52,2号线江苏路,地铁,3.0,非优惠
58,2601377141,2016-03-01,08:56:31,8号线人民广场,地铁,3.0,优惠
59,2601377141,2016-03-01,13:35:30,8号线人民广场,地铁,0.0,非优惠
60,2601377141,2016-03-01,14:07:34,1号线莘庄,地铁,4.0,非优惠
61,2601377141,2016-03-01,08:17:47,1号线莘庄,地铁,0.0,非优惠
62,402411956,2016-03-01,08:49:13,3号线大柏树,地铁,0.0,非优惠
63,402411956,2016-03-01,09:39:57,9号线桂林路,地铁,5.0,非优惠
64,402411956,2016-03-01,20:17:40,9号线桂林路,地铁,0.0,非优惠
65,402411956,2016-03-01,21:00:26,3号线大柏树,地铁,5.0,非优惠
66,2701697893,2016-03-01,09:38:16,11号线上海西站,地铁,0.0,非优惠
67,2701697893,2016-03-01,10:14:30,7号线东安路,地铁,3.0,优惠
68,2701697893,2016-03-01,14:05:46,7号线东安路,地铁,0.0,非优惠
69,2701697893,2016-03-01,14:50:17,11号线上海西站,地铁,4.0,非优惠
70,2904476199,2016-03-01,22:20:06,1号线莲花路,地铁,4.0,非优惠
71,2904476199,2016-03-01,22:02:41,1号线徐家汇,地铁,0.0,非优惠
72,2402935169,2016-03-01,18:00:46,5号线银都路,地铁,0.0,非优惠
73,2402935169,2016-03-01,08:37:10,5号线剑川路,地铁,0.0,非优惠
74,2402935169,2016-03-01,08:51:29,5号线银都路,地铁,2.0,优惠
75,2402935169,2016-03-01,18:17:19,5号线东川路,地铁,3.0,非优惠
76,3001921621,2016-03-01,08:32:24,9号线商城路,地铁,0.0,非优惠
77,2900010447,2016-03-01,19:11:19,1号线莘庄,地铁,5.0,非优惠
78,2900010447,2016-03-01,13:51:17,4号线大连路,地铁,4.0,非优惠
79,2900010447,2016-03-01,17:56:39,4号线大连路,地铁,0.0,非优惠
80,2900010447,2016-03-01,13:16:56,1号线徐家汇,地铁,0.0,非优惠
81,2201860453,2016-03-01,14:29:08,10号线四川北路,地铁,4.0,非优惠
82,2201860453,2016-03-01,16:19:07,10号线四川北路,地铁,0.0,非优惠
83,3100469420,2016-03-01,07:30:30,3号线上海火车站,地铁,3.0,非优惠
84,3100469420,2016-03-01,17:44:10,10号线海伦路,地铁,3.0,非优惠
85,3100469420,2016-03-01,17:32:40,3号线上海火车站,地铁,0.0,非优惠
86,3100469420,2016-03-01,07:16:38,4号线海伦路,地铁,0.0,非优惠
87,2903463262,2016-03-01,09:29:05,3号线大柏树,地铁,0.0,非优惠
88,2903463262,2016-03-01,09:46:11,3号线张华浜,地铁,4.0,非优惠
89,2901590648,2016-03-01,18:52:07,7号线镇坪路,地铁,0.0,非优惠
90,2901590648,2016-03-01,19:56:31,9号线洞泾,地铁,6.0,非优惠
91,2901590648,2016-03-01,07:55:07,9号线洞泾,地铁,0.0,非优惠
92,2901590648,2016-03-01,09:03:22,7号线镇坪路,地铁,5.0,优惠
93,2803826591,2016-03-01,07:56:29,7号线行知路,地铁,0.0,非优惠
94,2803826591,2016-03-01,12:12:35,2号线中山公园,地铁,0.0,非优惠
95,2803826591,2016-03-01,08:49:34,3号线中山公园,地铁,4.0,非优惠
96,2803826591,2016-03-01,14:25:55,1号线上海马戏城,地铁,4.0,非优惠
97,2803826591,2016-03-01,13:56:33,2号线东昌路,地铁,0.0,非优惠
98,2803826591,2016-03-01,12:34:32,2号线东昌路,地铁,4.0,非优惠
99,2900960960,2016-03-01,14:27:17,13号线真北路,地铁,0.0,非优惠
100,2900960960,2016-03-01,12:43:16,9号线九亭,地铁,4.0,优惠
101,2900960960,2016-03-01,12:13:47,9号线松江体育中心,地铁,0.0,非优惠
102,2900960960,2016-03-01,15:53:19,9号线松江体育中心,地铁,7.0,非优惠
103,3104129630,2016-03-01,07:52:01,2号线徐泾东,地铁,0.0,非优惠
104,3104129630,2016-03-01,20:03:45,2号线东昌路,地铁,0.0,非优惠
105,3104129630,2016-03-01,08:43:02,2号线东昌路,地铁,4.0,优惠
106,3104129630,2016-03-01,20:53:41,2号线徐泾东,地铁,5.0,非优惠
107,740080202,2016-03-01,09:17:51,2号线东昌路,地铁,4.0,非优惠
108,740080202,2016-03-01,08:50:54,10号线国权路,地铁,0.0,非优惠
109,2800620130,2016-03-01,08:23:35,8号线鞍山新村,地铁,0.0,非优惠
110,2800620130,2016-03-01,08:41:55,8号线人民广场,地铁,4.0,非优惠
111,2800620130,2016-03-01,18:22:19,8号线人民广场,地铁,0.0,非优惠
112,2800620130,2016-03-01,18:40:58,8号线鞍山新村,地铁,4.0,非优惠
113,2304087786,2016-03-01,16:50:49,7号线锦绣路,地铁,5.0,非优惠
114,2304087786,2016-03-01,14:32:49,1号线共康路,地铁,0.0,非优惠
115,2304087786,2016-03-01,11:13:14,7号线锦绣路,地铁,0.0,非优惠
116,2304087786,2016-03-01,14:42:25,1号线彭浦新村,地铁,3.0,非优惠
117,2304087786,2016-03-01,15:46:32,1号线彭浦新村,地铁,0.0,非优惠
118,2304087786,2016-03-01,12:21:24,1号线共康路,地铁,4.0,优惠
119,2603589738,2016-03-01,08:52:58,1号线上海马戏城,地铁,2.0,优惠
120,2603589738,2016-03-01,08:30:26,1号线通河新村,地铁,0.0,非优惠
121,2603589738,2016-03-01,18:22:09,1号线汶水路,地铁,0.0,非优惠
122,2603589738,2016-03-01,18:37:05,1号线通河新村,地铁,3.0,非优惠
123,2001342355,2016-03-01,10:28:10,12号线金海路,地铁,0.0,非优惠
124,2001342355,2016-03-01,11:13:50,1号线汉中路,地铁,4.0,优惠
125,2803054241,2016-03-01,17:02:27,13号线金沙江路,地铁,0.0,非优惠
126,2803054241,2016-03-01,17:14:51,11号线真如,地铁,3.0,非优惠
127,2601591302,2016-03-01,10:02:59,2号线江苏路,地铁,4.0,非优惠
128,2601591302,2016-03-01,19:10:50,2号线江苏路,地铁,0.0,非优惠
129,2601591302,2016-03-01,09:28:22,7号线行知路,地铁,0.0,非优惠
130,2601591302,2016-03-01,19:44:27,7号线行知路,地铁,4.0,非优惠
131,2204590313,2016-03-01,07:47:09,12号线江浦公园,地铁,4.0,非优惠
132,2204590313,2016-03-01,07:25:02,8号线老西门,地铁,0.0,非优惠
133,2204590313,2016-03-01,17:26:39,12号线江浦公园,地铁,0.0,非优惠
134,2204590313,2016-03-01,17:52:12,8号线老西门,地铁,4.0,非优惠
135,3000390639,2016-03-01,16:43:13,10号线陕西南路,地铁,3.0,非优惠
136,3000390639,2016-03-01,16:35:35,10号线交通大学,地铁,0.0,非优惠
137,3004074319,2016-03-01,07:44:49,9号线佘山,地铁,0.0,非优惠
138,3004074319,2016-03-01,17:08:35,9号线漕河泾开发区,地铁,0.0,非优惠
139,3004074319,2016-03-01,08:12:11,9号线合川路,地铁,5.0,非优惠
140,3004074319,2016-03-01,17:39:00,9号线佘山,地铁,5.0,非优惠
141,601069024,2016-03-01,11:00:14,3号线江湾镇,地铁,4.0,非优惠
142,601069024,2016-03-01,08:40:07,3号线殷高西路,地铁,0.0,非优惠
143,601069024,2016-03-01,09:37:02,4号线大木桥路 ,地铁,4.0,非优惠
144,601069024,2016-03-01,10:02:23,4号线大木桥路 ,地铁,0.0,非优惠
145,2300831038,2016-03-01,17:19:37,11号线御桥,地铁,5.0,非优惠
146,2300831038,2016-03-01,10:17:43,11号线李子园路,地铁,5.0,非优惠
147,2300831038,2016-03-01,16:21:39,1号线莘庄,地铁,0.0,非优惠
148,2300831038,2016-03-01,09:25:03,1号线莘庄,地铁,0.0,非优惠
149,2904357081,2016-03-01,19:33:48,2号线浦东国际机场,地铁,7.0,非优惠
150,2904357081,2016-03-01,18:17:55,6号线云山路,地铁,0.0,非优惠
151,2902605626,2016-03-01,07:24:00,8号线黄兴路,地铁,0.0,非优惠
152,2902605626,2016-03-01,19:41:47,8号线黄兴路,地铁,5.0,非优惠
153,2003122032,2016-03-01,07:35:22,2号线金科路,地铁,6.0,非优惠
154,2003122032,2016-03-01,16:54:02,2号线金科路,地铁,0.0,非优惠
155,2003122032,2016-03-01,17:59:03,2号线徐泾东,地铁,6.0,非优惠
156,2003122032,2016-03-01,06:31:16,2号线徐泾东,地铁,0.0,非优惠
157,402545333,2016-03-01,17:02:45,8号线江月路,地铁,0.0,非优惠
158,402545333,2016-03-01,08:18:26,8号线江月路,地铁,5.0,非优惠
159,402545333,2016-03-01,07:44:24,4号线南浦大桥,地铁,0.0,非优惠
160,402545333,2016-03-01,17:34:30,4号线南浦大桥,地铁,5.0,非优惠
161,2204874687,2016-03-01,08:29:08,13号线祁连山南路,地铁,0.0,非优惠
162,2204874687,2016-03-01,19:43:41,2号线南京西路,地铁,3.0,非优惠
163,2204874687,2016-03-01,19:27:30,8号线大世界,地铁,0.0,非优惠
164,2204874687,2016-03-01,09:17:00,8号线大世界,地铁,0.0,非优惠
165,2204874687,2016-03-01,09:03:45,2号线南京西路,地铁,0.0,非优惠
166,2204874687,2016-03-01,20:17:47,13号线祁连山南路,地铁,1.0,非优惠
167,2305041497,2016-03-01,09:05:39,10号线国权路,地铁,0.0,非优惠
168,2305041497,2016-03-01,22:47:34,10号线国权路,地铁,3.0,非优惠
169,2305041497,2016-03-01,22:39:10,8号线四平路,地铁,0.0,非优惠
170,2305041497,2016-03-01,09:12:41,8号线四平路,地铁,3.0,非优惠
171,2104819007,2016-03-01,08:43:03,11号线江苏路,地铁,5.0,非优惠
172,2104819007,2016-03-01,08:02:59,8号线沈杜公路,地铁,0.0,非优惠
173,2104819007,2016-03-01,13:14:05,7号线长寿路,地铁,3.0,非优惠
174,2104819007,2016-03-01,14:03:16,7号线长寿路,地铁,0.0,非优惠
175,2104819007,2016-03-01,15:07:00,8号线沈杜公路,地铁,5.0,非优惠
176,2104819007,2016-03-01,12:53:11,11号线江苏路,地铁,0.0,非优惠
177,2204959322,2016-03-01,08:28:34,3号线延安西路,地铁,4.0,非优惠
178,2204959322,2016-03-01,16:22:33,3号线大柏树,地铁,0.0,非优惠
179,2204959322,2016-03-01,07:47:54,6号线高青路,地铁,0.0,非优惠
180,2204959322,2016-03-01,18:05:33,3号线延安西路,地铁,0.0,非优惠
181,2204959322,2016-03-01,16:55:17,3号线延安西路,地铁,4.0,非优惠
182,2204959322,2016-03-01,19:03:10,6号线高青路,地铁,4.0,非优惠
183,2204959322,2016-03-01,10:45:50,3号线延安西路,地铁,0.0,非优惠
184,2204959322,2016-03-01,11:14:25,3号线大柏树,地铁,4.0,非优惠
185,2903332661,2016-03-01,08:20:26,1号线锦江乐园,地铁,3.0,优惠
186,2903332661,2016-03-01,07:49:56,5号线剑川路,地铁,0.0,非优惠
187,2902095102,2016-03-01,17:52:06,1号线中山北路,地铁,3.0,非优惠
188,2902095102,2016-03-01,17:43:49,1号线汉中路,地铁,0.0,非优惠
189,2103633226,2016-03-01,17:23:24,1号线锦江乐园,地铁,4.0,非优惠
190,2103633226,2016-03-01,16:48:35,1号线中山北路,地铁,0.0,非优惠
191,2103633226,2016-03-01,14:24:47,3号线宝山路,地铁,4.0,非优惠
192,2103633226,2016-03-01,16:01:25,3号线上海火车站,地铁,3.0,非优惠
193,2103633226,2016-03-01,15:53:23,3号线宝山路,地铁,0.0,非优惠
194,2103633226,2016-03-01,13:46:57,1号线锦江乐园,地铁,0.0,非优惠
195,2903107466,2016-03-01,08:04:26,2号线金科路,地铁,0.0,非优惠
196,2903107466,2016-03-01,18:15:04,8号线西藏南路,地铁,0.0,非优惠
197,2903107466,2016-03-01,08:41:55,8号线西藏南路,地铁,3.0,优惠
198,2903107466,2016-03-01,18:47:04,2号线金科路,地铁,4.0,非优惠
199,2703340391,2016-03-01,15:31:58,8号线浦江镇,地铁,0.0,非优惠
200,2703340391,2016-03-01,14:12:29,7号线龙华中路,地铁,0.0,非优惠
201,2703340391,2016-03-01,14:54:58,8号线浦江镇,地铁,4.0,非优惠
202,2703340391,2016-03-01,16:22:56,2号线威宁路,地铁,5.0,非优惠
203,3004219846,2016-03-01,17:19:46,3号线宝山路,地铁,4.0,非优惠
204,3004219846,2016-03-01,16:51:06,7号线常熟路,地铁,0.0,非优惠
205,3004219846,2016-03-01,14:55:34,7号线常熟路,地铁,4.0,非优惠
206,3004219846,2016-03-01,14:15:56,3号线东宝兴路,地铁,0.0,非优惠
207,2602022534,2016-03-01,08:40:31,8号线四平路,地铁,4.0,优惠
208,2602022534,2016-03-01,07:44:21,9号线七宝,地铁,0.0,非优惠
209,2602022534,2016-03-01,19:26:23,8号线四平路,地铁,0.0,非优惠
210,2602022534,2016-03-01,20:20:47,9号线七宝,地铁,5.0,非优惠
211,3104660244,2016-03-01,08:04:28,2号线陆家嘴,地铁,3.0,非优惠
212,3104660244,2016-03-01,07:53:02,2号线南京西路,地铁,0.0,非优惠
213,3104660244,2016-03-01,18:08:02,2号线陆家嘴,地铁,0.0,非优惠
214,3104660244,2016-03-01,18:29:43,2号线中山公园,地铁,4.0,非优惠
215,3103540114,2016-03-01,17:58:55,2号线唐镇,地铁,4.0,非优惠
216,3103540114,2016-03-01,17:31:03,2号线上海科技馆,地铁,0.0,非优惠
217,601444446,2016-03-01,09:58:27,9号线商城路,地铁,4.0,非优惠
218,601444446,2016-03-01,18:17:55,8号线成山路,地铁,4.0,非优惠
219,601444446,2016-03-01,09:31:59,8号线成山路,地铁,0.0,非优惠
220,601444446,2016-03-01,17:46:10,9号线商城路,地铁,0.0,非优惠
221,3003322964,2016-03-01,17:23:54,4号线世纪大道,地铁,3.0,非优惠
222,3003322964,2016-03-01,17:07:22,4号线大连路,地铁,0.0,非优惠
223,3003322964,2016-03-01,07:59:09,4号线杨树浦路,地铁,3.0,非优惠
224,3003322964,2016-03-01,07:45:41,4号线世纪大道,地铁,0.0,非优惠
225,3104567108,2016-03-01,09:05:05,3号线龙漕路,地铁,3.0,优惠
226,3104567108,2016-03-01,08:35:30,7号线锦绣路,地铁,0.0,非优惠
227,3104567108,2016-03-01,18:23:52,7号线锦绣路,地铁,4.0,非优惠
228,2802906192,2016-03-01,17:05:52,4号线蓝村路,地铁,3.0,非优惠
229,2802906192,2016-03-01,16:57:44,6号线上海儿童医学中心,地铁,0.0,非优惠
230,2203356165,2016-03-01,18:40:24,2号线静安寺,地铁,4.0,非优惠
231,2203356165,2016-03-01,08:14:24,1号线上海马戏城,地铁,4.0,非优惠
232,2203356165,2016-03-01,18:09:00,1号线上海马戏城,地铁,0.0,非优惠
233,2203356165,2016-03-01,07:41:42,13号线真北路,地铁,0.0,非优惠
234,2901902611,2016-03-01,12:33:07,2号线上海科技馆,地铁,4.0,非优惠
235,2901902611,2016-03-01,14:26:29,11号线江苏路,地铁,4.0,非优惠
236,2901902611,2016-03-01,08:44:05,3号线中山公园,地铁,4.0,非优惠
237,2901902611,2016-03-01,13:57:38,2号线上海科技馆,地铁,0.0,非优惠
238,2901902611,2016-03-01,08:14:19,4号线临平路,地铁,0.0,非优惠
239,2901902611,2016-03-01,12:05:17,11号线江苏路,地铁,0.0,非优惠
240,2901902611,2016-03-01,17:26:18,3号线中山公园,地铁,0.0,非优惠
241,2901902611,2016-03-01,17:50:36,4号线临平路,地铁,4.0,非优惠
242,2901547352,2016-03-01,13:14:24,7号线长清路,地铁,0.0,非优惠
243,2901547352,2016-03-01,14:32:41,7号线长清路,地铁,3.0,非优惠
244,2901547352,2016-03-01,13:29:36,4号线南浦大桥,地铁,3.0,非优惠
245,2901547352,2016-03-01,14:18:31,4号线南浦大桥,地铁,0.0,非优惠
246,2703202656,2016-03-01,13:57:00,1号线延长路,地铁,3.0,优惠
247,2703202656,2016-03-01,13:31:04,1号线徐家汇,地铁,0.0,非优惠
248,2703202656,2016-03-01,07:44:36,7号线肇嘉浜路,地铁,4.0,非优惠
249,2703202656,2016-03-01,07:14:59,1号线延长路,地铁,0.0,非优惠
250,2602505739,2016-03-01,12:13:17,12号线金海路,地铁,4.0,优惠
251,2602505739,2016-03-01,11:32:30,8号线曲阜路,地铁,0.0,非优惠
252,740097155,2016-03-01,17:19:35,11号线真如,地铁,5.0,优惠
253,740097155,2016-03-01,16:14:51,9号线松江大学城,地铁,0.0,非优惠
254,2803737472,2016-03-01,19:05:24,1号线上海火车站,地铁,4.0,非优惠
255,2803737472,2016-03-01,19:30:27,3号线上海火车站,地铁,0.0,非优惠
256,2803737472,2016-03-01,19:12:19,3号线上海火车站,地铁,0.0,非优惠
257,2803737472,2016-03-01,13:35:57,1号线徐家汇,地铁,4.0,非优惠
258,2803737472,2016-03-01,19:37:30,1号线上海火车站,地铁,0.0,非优惠
259,2803737472,2016-03-01,12:57:48,1号线共康路,地铁,0.0,非优惠
260,2803737472,2016-03-01,18:45:26,1号线共康路,地铁,0.0,非优惠
261,2803737472,2016-03-01,15:12:39,1号线徐家汇,地铁,0.0,非优惠
262,2803737472,2016-03-01,17:34:08,1号线共康路,地铁,4.0,非优惠
263,740772901,2016-03-01,12:18:26,8号线延吉中路,地铁,6.0,非优惠
264,2003935126,2016-03-01,18:04:51,1号线延长路,地铁,3.0,非优惠
265,2003935126,2016-03-01,09:47:34,1号线上海火车站,地铁,3.0,非优惠
266,2003935126,2016-03-01,09:41:46,1号线延长路,地铁,0.0,非优惠
267,2003935126,2016-03-01,17:52:17,1号线汉中路,地铁,0.0,非优惠
268,2103544162,2016-03-01,08:25:23,2号线徐泾东,地铁,5.0,非优惠
269,2103544162,2016-03-01,17:00:15,3号线赤峰路,地铁,4.0,优惠
270,2103544162,2016-03-01,06:54:24,3号线大柏树,地铁,0.0,非优惠
271,2103544162,2016-03-01,16:02:01,2号线徐泾东,地铁,0.0,非优惠
272,2003085897,2016-03-01,20:08:47,4号线蓝村路,地铁,0.0,非优惠
273,2003085897,2016-03-01,20:25:12,8号线耀华路,地铁,3.0,非优惠
274,2003085897,2016-03-01,08:37:39,4号线蓝村路,地铁,4.0,非优惠
275,2003085897,2016-03-01,08:00:41,8号线杨思,地铁,0.0,非优惠
276,2803925437,2016-03-01,18:06:18,4号线宜山路,地铁,0.0,非优惠
277,2803925437,2016-03-01,07:19:05,3号线宜山路,地铁,4.0,非优惠
278,2104423664,2016-03-01,17:02:15,9号线七宝,地铁,0.0,非优惠
279,2104423664,2016-03-01,19:21:56,9号线松江体育中心,地铁,0.0,非优惠
280,2104423664,2016-03-01,13:23:09,4号线鲁班路,地铁,0.0,非优惠
281,2104423664,2016-03-01,08:49:21,12号线金海路,地铁,0.0,非优惠
282,2104423664,2016-03-01,18:02:47,9号线松江体育中心,地铁,5.0,非优惠
283,2104423664,2016-03-01,21:16:52,12号线金海路,地铁,9.0,非优惠
284,2104423664,2016-03-01,10:50:20,1号线通河新村,地铁,0.0,非优惠
285,2104423664,2016-03-01,10:00:23,1号线通河新村,地铁,6.0,非优惠
286,2104423664,2016-03-01,12:14:51,4号线鲁班路,地铁,5.0,非优惠
287,2104423664,2016-03-01,14:13:52,9号线七宝,地铁,4.0,非优惠
288,3003601847,2016-03-01,18:13:35,7号线昌平路,地铁,0.0,非优惠
289,3003601847,2016-03-01,18:27:48,7号线新村路,地铁,3.0,非优惠
290,2856179,2016-03-01,14:59:03,9号线打浦桥,地铁,0.0,非优惠
291,2856179,2016-03-01,15:13:46,9号线桂林路,地铁,3.0,优惠
292,2004272567,2016-03-01,11:55:30,6号线高科西路,地铁,0.0,非优惠
293,2004272567,2016-03-01,10:43:10,6号线高科西路,地铁,4.0,优惠
294,2004272567,2016-03-01,09:47:22,6号线洲海路,地铁,0.0,非优惠
295,2004272567,2016-03-01,12:39:23,1号线莲花路,地铁,4.0,非优惠
296,100661308,2016-03-01,21:08:31,1号线黄陂南路,地铁,0.0,非优惠
297,100661308,2016-03-01,08:53:04,1号线黄陂南路,地铁,4.0,非优惠
298,100661308,2016-03-01,08:01:28,1号线莘庄,地铁,0.0,非优惠
299,100661308,2016-03-01,21:41:44,1号线莘庄,地铁,4.0,非优惠
300,2904606465,2016-03-01,20:24:13,8号线人民广场,地铁,0.0,非优惠
301,2904606465,2016-03-01,20:50:52,1号线莲花路,地铁,4.0,非优惠
302,2904606465,2016-03-01,18:14:32,1号线莲花路,地铁,0.0,非优惠
303,2904606465,2016-03-01,18:41:34,8号线人民广场,地铁,4.0,非优惠
304,2904606465,2016-03-01,11:35:17,1号线莲花路,地铁,0.0,优惠
305,2904606465,2016-03-01,11:36:23,1号线莲花路,地铁,2.0,优惠
306,2904463127,2016-03-01,19:33:17,1号线莲花路,地铁,4.0,非优惠
307,2904463127,2016-03-01,09:19:42,1号线莲花路,地铁,0.0,非优惠
308,2904463127,2016-03-01,09:53:25,11号线云锦路,地铁,3.0,优惠
309,2904463127,2016-03-01,18:59:16,11号线云锦路,地铁,0.0,非优惠
310,2303667375,2016-03-01,19:18:17,4号线塘桥,地铁,4.0,非优惠
311,2303667375,2016-03-01,15:18:11,4号线塘桥,地铁,0.0,非优惠
312,3103595793,2016-03-01,18:18:31,7号线行知路,地铁,0.0,非优惠
313,3103595793,2016-03-01,18:44:07,7号线肇嘉浜路,地铁,4.0,非优惠
314,2303608096,2016-03-01,15:11:12,3号线宝山路,地铁,0.0,非优惠
315,2303608096,2016-03-01,15:48:39,7号线静安寺,地铁,3.0,非优惠
316,3001187771,2016-03-01,07:09:25,9号线松江体育中心,地铁,0.0,非优惠
317,3001187771,2016-03-01,07:38:00,9号线泗泾,地铁,3.0,优惠
318,3001187771,2016-03-01,17:37:53,9号线洞泾,地铁,3.0,非优惠
319,3001187771,2016-03-01,17:22:33,9号线泗泾,地铁,0.0,非优惠
320,2204131840,2016-03-01,08:02:34,9号线漕河泾开发区,地铁,0.0,非优惠
321,2204131840,2016-03-01,18:36:23,9号线松江大学城,地铁,4.0,非优惠
322,2204131840,2016-03-01,08:48:21,9号线松江南站,地铁,6.0,非优惠
323,2204131840,2016-03-01,17:58:33,9号线松江南站,地铁,0.0,非优惠
324,2204131840,2016-03-01,20:13:02,9号线松江大学城,地铁,0.0,非优惠
325,2204131840,2016-03-01,20:48:50,9号线漕河泾开发区,地铁,5.0,非优惠
326,2203325133,2016-03-01,16:37:22,7号线新村路,地铁,4.0,非优惠
327,2203325133,2016-03-01,16:10:02,2号线南京西路,地铁,0.0,非优惠
328,3102094680,2016-03-01,08:34:11,11号线昌吉东路,地铁,0.0,非优惠
329,3102094680,2016-03-01,08:56:20,11号线南翔,地铁,5.0,非优惠
330,3102094680,2016-03-01,17:22:03,11号线南翔,地铁,0.0,非优惠
331,3102094680,2016-03-01,17:46:05,11号线昌吉东路,地铁,4.0,优惠
332,3102442940,2016-03-01,14:56:03,9号线徐家汇,地铁,6.0,非优惠
333,3102442940,2016-03-01,13:54:04,9号线醉白池,地铁,0.0,非优惠
334,3102442940,2016-03-01,19:02:27,7号线新村路,地铁,3.0,非优惠
335,3102442940,2016-03-01,10:41:04,9号线醉白池,地铁,6.0,优惠
336,3102442940,2016-03-01,09:03:24,7号线新村路,地铁,0.0,非优惠
337,3102442940,2016-03-01,17:48:11,2号线江苏路,地铁,0.0,非优惠
338,2900537806,2016-03-01,09:18:37,4号线世纪大道,地铁,3.0,非优惠
