,0,1,2,3,4,5,6,7,8,9
24,W0G-007,053L0163,10065,81·,908A0000,0,1,2016-4-1 4:27:51,121.567996666667,31.3368916666667
25,W0G-007,053L0163,10065,81·,908A0000,1,1,2016-4-1 4:28:03,121.568731666667,31.3379733333333
26,W0G-007,053L0163,10065,81·,918A0007,0,1,2016-4-1 4:29:05,121.571718333333,31.3414016666667
27,W0G-007,053L0163,10065,81·,918A0007,1,1,2016-4-1 4:29:17,121.572546666667,31.3423216666667
28,W0G-007,053L0163,10065,81·,948B0001,0,1,2016-4-1 4:31:49,121.5685,31.353485
29,W0G-007,053L0163,10065,81·,,1,1,2016-4-1 4:49:44,121.568441666667,31.353495
30,W0G-007,053L0163,10065,81·,938A0000,0,1,2016-4-1 4:50:28,121.56864,31.350565
31,W0G-007,053L0163,10065,81·,938A0000,1,1,2016-4-1 4:51:10,121.569013333333,31.3496166666667
32,W0G-007,053L0163,10065,81·,938B0010,0,1,2016-4-1 4:51:46,121.571533333333,31.3499983333333
33,W0G-007,053L0163,10065,81·,938B0010,1,1,2016-4-1 4:51:51,121.57194,31.3501183333333
34,W0G-007,053L0163,10065,81·,928B0001,0,1,2016-4-1 4:53:15,121.573943333333,31.3469433333333
35,W0G-007,053L0163,10065,81·,928B0001,1,1,2016-4-1 4:53:50,121.574565,31.3460266666667
36,W0G-007,053L0163,10065,81·,928B0003,0,1,2016-4-1 4:54:13,121.575221666667,31.34459
37,W0G-007,053L0163,10065,81·,928B0003,1,1,2016-4-1 4:54:59,121.574071666667,31.3439166666667
38,W0G-007,053L0163,10065,81·,918A0006,0,1,2016-4-1 4:56:30,121.571881666667,31.341575
39,W0G-007,053L0163,10065,81·,918A0006,1,1,2016-4-1 4:56:59,121.571165,31.3406466666667
40,W0G-007,053L0163,10065,81·,908A0001,0,1,2016-4-1 4:57:48,121.567965,31.3369166666667
41,W0G-007,053L0163,10065,81·,908A0001,1,1,2016-4-1 4:58:26,121.567278333333,31.335875
42,W0G-007,053L0163,10065,81·,8F890000,0,1,2016-4-1 4:59:08,121.56518,31.3331516666667
43,W0G-007,053L0163,10065,81·,8F890000,1,1,2016-4-1 4:59:29,121.564551666667,31.3325583333333
44,W0G-007,053L0163,10065,81·,8E890000,0,1,2016-4-1 5:00:27,121.564265,31.3273516666667
45,W0G-007,053L0163,10065,81·,8E890000,1,1,2016-4-1 5:00:56,121.563831666667,31.3264683333333
46,W0G-007,053L0163,10065,81·,8D890000,0,1,2016-4-1 5:01:38,121.562923333333,31.32269
47,W0G-007,053L0163,10065,81·,8D890000,1,1,2016-4-1 5:01:48,121.56272,31.3217483333333
48,W0G-007,053L0163,10065,81·,8C890000,0,1,2016-4-1 5:02:35,121.562183333333,31.3175683333333
49,W0G-007,053L0163,10065,81·,8C890000,1,1,2016-4-1 5:03:18,121.562323333333,31.3166033333333
50,W0G-007,053L0163,10065,81·,8A890001,0,1,2016-4-1 5:04:44,121.562436666667,31.3079366666667
51,W0G-007,053L0163,10065,81·,8A890001,1,1,2016-4-1 5:05:18,121.562541666667,31.3069816666667
52,W0G-007,053L0163,10065,81·,88890000,0,1,2016-4-1 5:06:20,121.563608333333,31.3026366666667
53,W0G-007,053L0163,10065,81·,88890000,1,1,2016-4-1 5:06:39,121.56376,31.3021
54,W0G-007,053L0163,10065,81·,868A0000,0,1,2016-4-1 5:08:42,121.566876666667,31.2934933333333
55,W0G-007,053L0163,10065,81·,868A0000,1,1,2016-4-1 5:09:33,121.567733333333,31.2924566666667
56,W0G-007,053L0163,10065,81·,858A0001,0,1,2016-4-1 5:10:54,121.571245,31.28644
57,W0G-007,053L0163,10065,81·,858A0001,1,1,2016-4-1 5:11:28,121.57164,31.28546
58,W0G-007,053L0163,10065,81·,848B0000,0,1,2016-4-1 5:11:55,121.572285,31.2824866666667
59,W0G-007,053L0163,10065,81·,848B0000,1,1,2016-4-1 5:12:21,121.572476666667,31.2815266666667
60,W0G-007,053L0163,10065,81·,828A0000,0,1,2016-4-1 5:13:23,121.571836666667,31.27508
61,W0G-007,053L0163,10065,81·,828A0000,1,1,2016-4-1 5:13:51,121.571815,31.2739833333333
62,W0G-007,053L0163,10065,81·,828A0001,0,1,2016-4-1 5:15:15,121.570076666667,31.2714783333333
63,W0G-007,053L0163,10065,81·,828A0001,1,1,2016-4-1 5:15:36,121.568858333333,31.2704783333333
64,W0G-007,053L0163,10065,81·,8189000E,0,1,2016-4-1 5:17:14,121.565023333333,31.2673816666667
65,W0G-007,053L0163,10065,81·,8189000E,1,1,2016-4-1 5:17:55,121.563145,31.265595
66,W0G-007,053L0163,10065,81·,7E860000,0,1,2016-4-1 5:20:35,121.550828333333,31.2568966666667
67,W0G-007,053L0163,10065,81·,7E860000,1,1,2016-4-1 5:21:02,121.549896666667,31.2559416666667
68,W0G-007,053L0163,10065,81·,7C840013,0,1,2016-4-1 5:23:27,121.538285,31.2491216666667
69,W0G-007,053L0163,10065,81·,7C840013,1,1,2016-4-1 5:24:04,121.536886666667,31.2482533333333
70,W0G-007,053L0163,10065,81·,7C830010,0,1,2016-4-1 5:24:57,121.533715,31.24738
71,W0G-007,053L0163,10065,81·,7C830010,1,1,2016-4-1 5:25:11,121.53201,31.246955
72,W0G-007,053L0163,10065,81·,7C82000B,0,1,2016-4-1 5:25:44,121.528331666667,31.24603
73,W0G-007,053L0163,10065,81·,7C82000B,1,1,2016-4-1 5:26:12,121.52539,31.2452383333333
74,W0G-007,053L0163,10065,81·,7B7F000D,0,1,2016-4-1 5:27:56,121.514111666667,31.2437366666667
75,W0G-007,053L0163,10065,81·,7B7F000D,1,1,2016-4-1 5:28:08,121.512578333333,31.2437083333333
76,W0G-007,053L0163,10065,81·,7B7E0015,0,1,2016-4-1 5:28:54,121.509346666667,31.2441233333333
77,W0G-007,053L0163,10065,81·,7B7E0015,1,1,2016-4-1 5:29:19,121.507901666667,31.244165
78,W0G-007,053L0163,10065,81·,7B7E0018,0,1,2016-4-1 5:29:57,121.506123333333,31.24403
79,W0G-007,053L0163,10065,81·,7B7E0018,1,1,2016-4-1 5:30:27,121.50476,31.24352
80,W0G-007,053L0163,10065,81·,7B7C0004,0,1,2016-4-1 5:32:23,121.497596666667,31.2422483333333
81,W0G-007,053L0163,10065,81·,7B7C0004,1,1,2016-4-1 5:32:56,121.496816666667,31.2415016666667
82,W0G-007,053L0163,10065,81·,7A7C0001,0,1,2016-4-1 5:33:30,121.4961,31.2393383333333
83,W0G-007,053L0163,10065,81·,7A7C0001,1,1,2016-4-1 5:34:04,121.49622,31.238345
84,W0G-007,053L0163,10065,81·,797D0001,0,1,2016-4-1 5:35:22,121.49922,31.232385
85,W0G-007,053L0163,10065,81·,797D0001,1,0,2016-4-1 5:50:17,121.500256666667,31.2326816666667
86,W0G-007,053L0163,10065,81·,7A7C0001,0,0,2016-4-1 5:52:48,121.496198333333,31.2386983333333
87,W0G-007,053L0163,10065,81·,7B7C0004,0,0,2016-4-1 5:53:55,121.497696666667,31.242145
88,W0G-007,053L0163,10065,81·,7B7E0017,0,0,2016-4-1 5:56:55,121.504806666667,31.2436783333333
89,W0G-007,053L0163,10065,81·,7B7E0017,1,0,2016-4-1 5:57:28,121.506335,31.2439383333333
90,W0G-007,053L0163,10065,81·,7B7F000E,0,0,2016-4-1 5:58:19,121.51023,31.2439566666667
91,W0G-007,053L0163,10065,81·,7B7F000E,1,0,2016-4-1 5:58:43,121.511938333333,31.2437216666667
92,W0G-007,053L0163,10065,81·,7B800015,0,0,2016-4-1 5:59:55,121.515966666667,31.2437116666667
93,W0G-007,053L0163,10065,81·,7B800015,1,0,2016-4-1 6:00:37,121.518528333333,31.2437133333333
94,W0G-007,053L0163,10065,81·,7C82000D,0,0,2016-4-1 6:02:15,121.527473333333,31.24575
95,W0G-007,053L0163,10065,81·,7C82000D,1,0,2016-4-1 6:02:29,121.529358333333,31.2462383333333
96,W0G-007,053L0163,10065,81·,7C830012,0,0,2016-4-1 6:03:10,121.53394,31.2473766666667
97,W0G-007,053L0163,10065,81·,7C830012,1,0,2016-4-1 6:03:26,121.535451666667,31.247705
98,W0G-007,053L0163,10065,81·,7D84000C,0,0,2016-4-1 6:04:09,121.539008333333,31.2495333333333
99,W0G-007,053L0163,10065,81·,7D84000C,1,0,2016-4-1 6:04:23,121.540088333333,31.2502766666667
100,W0G-007,053L0163,10065,81·,7F870000,0,0,2016-4-1 6:08:24,121.552563333333,31.258
101,W0G-007,053L0163,10065,81·,7F870000,1,0,2016-4-1 6:09:18,121.55462,31.2592966666667
102,W0G-007,053L0163,10065,81·,81890001,0,0,2016-4-1 6:11:52,121.565033333333,31.2670933333333
103,W0G-007,053L0163,10065,81·,81890001,1,0,2016-4-1 6:12:35,121.56611,31.2680616666667
104,W0G-007,053L0163,10065,81·,828A0002,0,0,2016-4-1 6:13:21,121.569391666667,31.2708366666667
105,W0G-007,053L0163,10065,81·,828A0002,1,0,2016-4-1 6:13:30,121.570271666667,31.271505
106,W0G-007,053L0163,10065,81·,828B0002,0,0,2016-4-1 6:15:01,121.571945,31.2750633333333
107,W0G-007,053L0163,10065,81·,828B0002,1,0,2016-4-1 6:15:29,121.5723,31.2760116666667
108,W0G-007,053L0163,10065,81·,848B0001,0,0,2016-4-1 6:17:35,121.572663333333,31.2810966666667
109,W0G-007,053L0163,10065,81·,848B0001,1,0,2016-4-1 6:18:03,121.572498333333,31.2820883333333
110,W0G-007,053L0163,10065,81·,858A0000,0,0,2016-4-1 6:18:30,121.571851666667,31.2852183333333
111,W0G-007,053L0163,10065,81·,858A0000,1,0,2016-4-1 6:18:56,121.57133,31.2864916666667
112,W0G-007,053L0163,10065,81·,868A0005,0,0,2016-4-1 6:19:48,121.567745,31.29257
113,W0G-007,053L0163,10065,81·,868A0005,1,0,2016-4-1 6:20:09,121.567433333333,31.292945
114,W0G-007,053L0163,10065,81·,88890001,0,0,2016-4-1 6:22:25,121.563758333333,31.3010966666667
115,W0G-007,053L0163,10065,81·,88890001,1,0,2016-4-1 6:22:37,121.563793333333,31.3020566666667
116,W0G-007,053L0163,10065,81·,8A890000,0,0,2016-4-1 6:23:30,121.562461666667,31.3078466666667
117,W0G-007,053L0163,10065,81·,8A890000,1,0,2016-4-1 6:23:55,121.562365,31.30882
118,W0G-007,053L0163,10065,81·,8C890001,0,0,2016-4-1 6:25:04,121.56239,31.3167383333333
119,W0G-007,053L0163,10065,81·,8C890001,1,0,2016-4-1 6:25:15,121.562136666667,31.317805
120,W0G-007,053L0163,10065,81·,8D890001,0,0,2016-4-1 6:26:42,121.562955,31.322805
121,W0G-007,053L0163,10065,81·,8D890001,1,0,2016-4-1 6:27:10,121.56316,31.32382
122,W0G-007,053L0163,10065,81·,8E890001,0,0,2016-4-1 6:27:32,121.563735,31.3261783333333
123,W0G-007,053L0163,10065,81·,8E890001,1,0,2016-4-1 6:27:51,121.564025,31.326915
124,W0G-007,053L0163,10065,81·,8F890001,0,0,2016-4-1 6:28:51,121.564738333333,31.3326333333333
125,W0G-007,053L0163,10065,81·,8F890001,1,0,2016-4-1 6:29:17,121.565631666667,31.3335383333333
126,W0G-007,053L0163,10065,81·,908A0000,0,0,2016-4-1 6:29:54,121.568023333333,31.336895
127,W0G-007,053L0163,10065,81·,908A0000,1,0,2016-4-1 6:30:28,121.568721666667,31.33793
128,W0G-007,053L0163,10065,81·,918A0007,0,0,2016-4-1 6:31:11,121.571768333333,31.34136
129,W0G-007,053L0163,10065,81·,918A0007,1,0,2016-4-1 6:31:37,121.572568333333,31.342285
130,W0G-007,053L0163,10065,81·,928B0005,0,0,2016-4-1 6:33:05,121.574368333333,31.3439583333333
131,W0G-007,053L0163,10065,81·,928B0005,1,0,2016-4-1 6:33:32,121.57526,31.3445533333333
132,W0G-007,053L0163,10065,81·,928B0000,0,0,2016-4-1 6:34:24,121.57412,31.3466933333333
133,W0G-007,053L0163,10065,81·,928B0000,1,0,2016-4-1 6:34:49,121.573646666667,31.3475633333333
134,W0G-007,053L0163,10065,81·,938B000E,0,0,2016-4-1 6:36:13,121.572665,31.3503733333333
135,W0G-007,053L0163,10065,81·,938B000E,1,0,2016-4-1 6:36:39,121.571316666667,31.3499216666667
136,W0G-007,053L0163,10065,81·,938A0001,0,0,2016-4-1 6:37:11,121.569026666667,31.34981
137,W0G-007,053L0163,10065,81·,938A0001,1,0,2016-4-1 6:37:36,121.568666666667,31.3508166666667
138,W0G-007,053L0163,10065,81·,948B0001,0,0,2016-4-1 6:38:06,121.568505,31.3534783333333
139,W0G-007,053L0163,10065,81·,948B0001,1,1,2016-4-1 6:55:43,121.568473333333,31.3534883333333
140,W0G-007,053L0163,10065,81·,938A0000,0,1,2016-4-1 6:56:32,121.568655,31.3505466666667
141,W0G-007,053L0163,10065,81·,938A0000,1,1,2016-4-1 6:57:32,121.569008333333,31.3496383333333
142,W0G-007,053L0163,10065,81·,938B0010,0,1,2016-4-1 6:58:19,121.571526666667,31.3499816666667
143,W0G-007,053L0163,10065,81·,938B0010,1,1,2016-4-1 6:58:23,121.571848333333,31.3500733333333
144,W0G-007,053L0163,10065,81·,928B0001,0,1,2016-4-1 7:00:09,121.573946666667,31.3469283333333
145,W0G-007,053L0163,10065,81·,928B0001,1,1,2016-4-1 7:00:43,121.574575,31.3459966666667
146,W0G-007,053L0163,10065,81·,928B0003,0,1,2016-4-1 7:01:03,121.57522,31.3445733333333
147,W0G-007,053L0163,10065,81·,928B0003,1,1,2016-4-1 7:01:59,121.574125,31.3439116666667
148,W0G-007,053L0163,10065,81·,918A0006,0,1,2016-4-1 7:02:27,121.571936666667,31.34163
149,W0G-007,053L0163,10065,81·,918A0006,1,1,2016-4-1 7:03:36,121.571188333333,31.3406716666667
150,W0G-007,053L0163,10065,81·,908A0001,0,1,2016-4-1 7:04:22,121.567976666667,31.3368966666667
151,W0G-007,053L0163,10065,81·,908A0001,1,1,2016-4-1 7:05:11,121.567276666667,31.33587
152,W0G-007,053L0163,10065,81·,8F890000,0,1,2016-4-1 7:05:43,121.565171666667,31.33313
153,W0G-007,053L0163,10065,81·,8F890000,1,1,2016-4-1 7:05:52,121.564586666667,31.33255
154,W0G-007,053L0163,10065,81·,8E890000,0,1,2016-4-1 7:06:44,121.564293333333,31.3273833333333
155,W0G-007,053L0163,10065,81·,8E890000,1,1,2016-4-1 7:07:11,121.563798333333,31.326415
156,W0G-007,053L0163,10065,81·,8D890000,0,1,2016-4-1 7:07:51,121.56291,31.32274
157,W0G-007,053L0163,10065,81·,8D890000,1,1,2016-4-1 7:08:25,121.562728333333,31.3217416666667
158,W0G-007,053L0163,10065,81·,8C890000,0,1,2016-4-1 7:09:45,121.562193333333,31.317575
159,W0G-007,053L0163,10065,81·,8C890000,1,1,2016-4-1 7:10:08,121.562355,31.31667
160,W0G-007,053L0163,10065,81·,8A890001,0,1,2016-4-1 7:11:19,121.56241,31.3079966666667
161,W0G-007,053L0163,10065,81·,8A890001,1,1,2016-4-1 7:11:55,121.562533333333,31.306935
162,W0G-007,053L0163,10065,81·,88890000,0,1,2016-4-1 7:12:39,121.563611666667,31.302625
163,W0G-007,053L0163,10065,81·,88890000,1,1,2016-4-1 7:12:55,121.563751666667,31.3020933333333
164,W0G-007,053L0163,10065,81·,868A0000,0,1,2016-4-1 7:15:09,121.566858333333,31.2935183333333
165,W0G-007,053L0163,10065,81·,868A0000,1,1,2016-4-1 7:15:49,121.567738333333,31.2924783333333
166,W0G-007,053L0163,10065,81·,858A0001,0,1,2016-4-1 7:16:52,121.571265,31.28643
167,W0G-007,053L0163,10065,81·,858A0001,1,1,2016-4-1 7:17:24,121.57167,31.2854183333333
168,W0G-007,053L0163,10065,81·,848B0000,0,1,2016-4-1 7:18:01,121.572285,31.2824733333333
169,W0G-007,053L0163,10065,81·,848B0000,1,1,2016-4-1 7:18:28,121.572478333333,31.28153
170,W0G-007,053L0163,10065,81·,828A0000,0,1,2016-4-1 7:21:43,121.57185,31.27515
171,W0G-007,053L0163,10065,81·,828A0000,1,1,2016-4-1 7:22:03,121.571803333333,31.273925
172,W0G-007,053L0163,10065,81·,828A0001,0,1,2016-4-1 7:23:02,121.570073333333,31.2714883333333
173,W0G-007,053L0163,10065,81·,828A0001,1,1,2016-4-1 7:23:36,121.568868333333,31.2705266666667
174,W0G-007,053L0163,10065,81·,8189000E,0,1,2016-4-1 7:26:48,121.565016666667,31.267375
175,W0G-007,053L0163,10065,81·,8189000E,1,1,2016-4-1 7:27:41,121.563123333333,31.2655783333333
176,W0G-007,053L0163,10065,81·,7E860000,0,1,2016-4-1 7:35:24,121.550858333333,31.2569083333333
177,W0G-007,053L0163,10065,81·,7E860000,1,1,2016-4-1 7:38:30,121.549921666667,31.2559533333333
178,W0G-007,053L0163,10065,81·,7C840013,0,1,2016-4-1 7:46:00,121.538316666667,31.2491633333333
179,W0G-007,053L0163,10065,81·,7C840013,1,1,2016-4-1 7:46:43,121.536905,31.2482633333333
180,W0G-007,053L0163,10065,81·,7C830010,0,1,2016-4-1 7:48:04,121.533721666667,31.247415
181,W0G-007,053L0163,10065,81·,7C830010,1,1,2016-4-1 7:48:18,121.531996666667,31.246995
182,W0G-007,053L0163,10065,81·,7C82000B,0,1,2016-4-1 7:48:59,121.528323333333,31.2460416666667
183,W0G-007,053L0163,10065,81·,7C82000B,1,1,2016-4-1 7:49:29,121.525441666667,31.2452916666667
184,W0G-007,053L0163,10065,81·,7B7F000D,0,1,2016-4-1 7:51:59,121.514198333333,31.243675
185,W0G-007,053L0163,10065,81·,7B7F000D,1,1,2016-4-1 7:52:19,121.512518333333,31.2437233333333
186,W0G-007,053L0163,10065,81·,7B7E0015,0,1,2016-4-1 7:53:14,121.509328333333,31.2441116666667
187,W0G-007,053L0163,10065,81·,7B7E0015,1,1,2016-4-1 7:53:41,121.507871666667,31.24418
188,W0G-007,053L0163,10065,81·,7B7E0018,0,1,2016-4-1 7:54:41,121.50612,31.2440566666667
189,W0G-007,053L0163,10065,81·,7B7E0018,1,1,2016-4-1 7:55:14,121.50468,31.2437833333333
190,W0G-007,053L0163,10065,81·,7B7C0004,0,1,2016-4-1 7:58:00,121.497653333333,31.2423083333333
191,W0G-007,053L0163,10065,81·,7B7C0004,1,1,2016-4-1 7:58:53,121.496821666667,31.2415516666667
192,W0G-007,053L0163,10065,81·,7A7C0001,0,1,2016-4-1 7:59:29,121.496106666667,31.239395
193,W0G-007,053L0163,10065,81·,7A7C0001,1,1,2016-4-1 8:00:01,121.496531666667,31.238545
194,W0G-007,053L0163,10065,81·,797D0001,0,1,2016-4-1 8:01:42,121.499293333333,31.2323633333333
195,W0G-007,053L0163,10065,81·,797D0001,1,0,2016-4-1 8:11:35,121.50025,31.2326816666667
196,W0G-007,053L0163,10065,81·,7A7C0001,0,0,2016-4-1 8:14:50,121.496185,31.2388583333333
197,W0G-007,053L0163,10065,81·,7B7C0008,0,0,2016-4-1 8:15:55,121.496996666667,31.241565
198,W0G-007,053L0163,10065,81·,7B7C0008,1,0,2016-4-1 8:16:05,121.497518333333,31.2420633333333
199,W0G-007,053L0163,10065,81·,7B7E0017,0,0,2016-4-1 8:19:59,121.50498,31.24386
200,W0G-007,053L0163,10065,81·,7B7E0017,1,0,2016-4-1 8:20:27,121.506353333333,31.243985
201,W0G-007,053L0163,10065,81·,7B7F000E,0,0,2016-4-1 8:21:29,121.51018,31.2439383333333
202,W0G-007,053L0163,10065,81·,7B7F000E,1,0,2016-4-1 8:22:15,121.511986666667,31.2437033333333
203,W0G-007,053L0163,10065,81·,7B800015,0,0,2016-4-1 8:24:16,121.516018333333,31.24374
204,W0G-007,053L0163,10065,81·,7B800015,1,0,2016-4-1 8:25:55,121.518546666667,31.24371
205,W0G-007,053L0163,10065,81·,7C82000D,0,0,2016-4-1 8:27:04,121.527563333333,31.2458116666667
206,W0G-007,053L0163,10065,81·,7C82000D,1,0,2016-4-1 8:27:15,121.529313333333,31.246245
207,W0G-007,053L0163,10065,81·,7C830012,0,0,2016-4-1 8:28:17,121.533883333333,31.2473916666667
208,W0G-007,053L0163,10065,81·,7C830012,1,0,2016-4-1 8:28:44,121.535493333333,31.2477233333333
209,W0G-007,053L0163,10065,81·,7D84000C,0,0,2016-4-1 8:29:31,121.538966666667,31.249525
210,W0G-007,053L0163,10065,81·,7D84000C,1,0,2016-4-1 8:30:02,121.540145,31.2503366666667
211,W0G-007,053L0163,10065,81·,7F870000,0,0,2016-4-1 8:33:56,121.552551666667,31.2580333333333
212,W0G-007,053L0163,10065,81·,7F870000,1,0,2016-4-1 8:34:44,121.554603333333,31.2593583333333
213,W0G-007,053L0163,10065,81·,81890001,0,0,2016-4-1 8:37:18,121.565045,31.2670966666667
214,W0G-007,053L0163,10065,81·,81890001,1,0,2016-4-1 8:37:50,121.566125,31.2680983333333
215,W0G-007,053L0163,10065,81·,828A0002,0,0,2016-4-1 8:38:35,121.56938,31.2708266666667
216,W0G-007,053L0163,10065,81·,828A0002,1,0,2016-4-1 8:39:20,121.570168333333,31.2714516666667
217,W0G-007,053L0163,10065,81·,828B0002,0,0,2016-4-1 8:40:05,121.571946666667,31.2750666666667
218,W0G-007,053L0163,10065,81·,828B0002,1,0,2016-4-1 8:40:29,121.57229,31.276
219,W0G-007,053L0163,10065,81·,848B0001,0,0,2016-4-1 8:42:02,121.57267,31.28114
220,W0G-007,053L0163,10065,81·,848B0001,1,0,2016-4-1 8:42:27,121.572491666667,31.2821233333333
221,W0G-007,053L0163,10065,81·,858A0000,0,0,2016-4-1 8:42:53,121.571846666667,31.2852433333333
222,W0G-007,053L0163,10065,81·,858A0000,1,0,2016-4-1 8:43:59,121.571366666667,31.2864716666667
223,W0G-007,053L0163,10065,81·,868A0005,0,0,2016-4-1 8:44:56,121.567808333333,31.292525
224,W0G-007,053L0163,10065,81·,868A0005,1,0,2016-4-1 8:45:21,121.567483333333,31.2929416666667
225,W0G-007,053L0163,10065,81·,88890001,0,0,2016-4-1 8:47:32,121.563735,31.301025
226,W0G-007,053L0163,10065,81·,88890001,1,0,2016-4-1 8:47:57,121.5638,31.302065
227,W0G-007,053L0163,10065,81·,8A890000,0,0,2016-4-1 8:49:37,121.56247,31.3079083333333
228,W0G-007,053L0163,10065,81·,8A890000,1,0,2016-4-1 8:49:58,121.562373333333,31.30886
229,W0G-007,053L0163,10065,81·,8C890001,0,0,2016-4-1 8:51:13,121.562393333333,31.3167683333333
230,W0G-007,053L0163,10065,81·,8C890001,1,0,2016-4-1 8:51:21,121.562161666667,31.3177633333333
231,W0G-007,053L0163,10065,81·,8D890001,0,0,2016-4-1 8:52:29,121.562945,31.322795
232,W0G-007,053L0163,10065,81·,8D890001,1,0,2016-4-1 8:53:05,121.563158333333,31.3238183333333
233,W0G-007,053L0163,10065,81·,8E890001,0,0,2016-4-1 8:53:31,121.563716666667,31.3261533333333
234,W0G-007,053L0163,10065,81·,8E890001,1,0,2016-4-1 8:53:39,121.564006666667,31.3269083333333
235,W0G-007,053L0163,10065,81·,8F890001,0,0,2016-4-1 8:54:55,121.564773333333,31.3326966666667
236,W0G-007,053L0163,10065,81·,8F890001,1,0,2016-4-1 8:55:06,121.565655,31.333565
237,W0G-007,053L0163,10065,81·,908A0000,0,0,2016-4-1 8:55:45,121.567985,31.3368566666667
238,W0G-007,053L0163,10065,81·,908A0000,1,0,2016-4-1 8:56:24,121.568743333333,31.3379916666667
239,W0G-007,053L0163,10065,81·,918A0007,0,0,2016-4-1 8:57:12,121.571745,31.3413633333333
240,W0G-007,053L0163,10065,81·,918A0007,1,0,2016-4-1 8:58:26,121.572565,31.342305
241,W0G-007,053L0163,10065,81·,928B0005,0,0,2016-4-1 8:58:55,121.574406666667,31.3439783333333
242,W0G-007,053L0163,10065,81·,928B0005,1,0,2016-4-1 8:59:29,121.57525,31.3445516666667
243,W0G-007,053L0163,10065,81·,928B0000,0,0,2016-4-1 9:00:31,121.57413,31.3466883333333
244,W0G-007,053L0163,10065,81·,928B0000,1,0,2016-4-1 9:01:00,121.57365,31.347585
245,W0G-007,053L0163,10065,81·,938B000E,0,0,2016-4-1 9:02:10,121.57269,31.3503883333333
246,W0G-007,053L0163,10065,81·,938B000E,1,0,2016-4-1 9:02:45,121.571338333333,31.3499516666667
247,W0G-007,053L0163,10065,81·,938A0001,0,0,2016-4-1 9:03:31,121.569025,31.3498516666667
248,W0G-007,053L0163,10065,81·,938A0001,1,0,2016-4-1 9:03:55,121.568708333333,31.3507633333333
249,W0G-007,053L0163,10065,81·,948B0001,0,0,2016-4-1 9:04:26,121.568523333333,31.3535216666667
250,W0G-007,053L0163,10065,81·,948B0001,2,2,2016-4-1 9:05:45,121.56845,31.35351
251,W0G-007,053L0163,10065,81·,938A0000,2,2,2016-4-1 9:06:22,121.568643333333,31.3505983333333
252,W0G-007,053L0163,10065,81·,938A0000,2,2,2016-4-1 9:07:16,121.569065,31.3493333333333
253,W0G-007,053L0163,10065,81·,918A0006,2,2,2016-4-1 9:09:44,121.571881666667,31.34158
254,W0G-007,053L0163,10065,81·,918A0006,2,2,2016-4-1 9:10:02,121.57118,31.3406416666667
